business_id,date,likes,text,type,user_id
fYWIxI6kwuVqpPu1I1baWA,2014-01-24,0,Digital menus make for quick ordering.,tip,QWA25cgpaTht7ptiPRzHEg
jAjZ6CXLrXW30zXM3ZEjhg,2013-01-31,0,"It's not busy for the 12-2pm lunch rush = great place if you're in a hurry! Also, take your receipt & fill out the survery at the bottom.",tip,0CaaSOg4h7oniyEO9sRFLg
eBhOMstBTgGvJak8amU91g,2010-07-09,0,Get the Pizza skins and a beer!,tip,MA8n34MtgtcuuskxwFMjPA
eBhOMstBTgGvJak8amU91g,2011-07-24,0,Get the rattlesnake pasta!,tip,y2bB0aWw_EF2H2f-_fuXBw
eBhOMstBTgGvJak8amU91g,2011-09-14,0,I miss the one on lombard...,tip,_t58oz9Zb3hBaSOHKRZRLQ
eBhOMstBTgGvJak8amU91g,2011-12-11,0,Pete and Brian with me.,tip,kxe4OJqaVL3g6GiSa11eBQ
eBhOMstBTgGvJak8amU91g,2012-03-24,0,With Pete,tip,kxe4OJqaVL3g6GiSa11eBQ
eBhOMstBTgGvJak8amU91g,2012-04-28,0,Don't expect too much but definitely try the regular flavored chicken quesadillas!,tip,lfoZN4DgpCAQHZIP_wHoZw
eBhOMstBTgGvJak8amU91g,2012-05-08,0,Green Monsta!,tip,3vXQzQ1-aw8YGwmcbYVezw
eBhOMstBTgGvJak8amU91g,2013-01-05,0,"Great place to eat, drink and watch a game",tip,hiW3P8fV5YxyaXaQ3dt2Gg
eBhOMstBTgGvJak8amU91g,2013-09-08,0,This place sucks....The staff are impolite.....the worst dining experience,tip,1x3pz3qJhCE3vdex1BXpng
eBhOMstBTgGvJak8amU91g,2013-09-11,0,"Great spot for a quick lunch or late night bar food. Their lunch specials for under $8 include all-you-can eat soup and a half sandwich, salad or the pizza of the day. They open til 1pm which is much later than most of the other restaurants in this area. I've been to this location on two occasions and both times the staff was courteous and efficient, and the food was great. Most memorable are the chili soup (more like chili than soup) served with tortilla chips and the deep-dish pizza.",tip,Q3YhvTpC3xFNlql6fEWFuQ
283jjsb0TMPtkFB8AnUe_g,2010-10-10,0,Bear-e-oke. Yay!,tip,ApQqLO55p4PFy_l0Vp_Ibg
283jjsb0TMPtkFB8AnUe_g,2012-03-02,0,"Fetrix Fetish Party Night...Latex, Leather & Ropes Oh My!",tip,Fu13ewpUUMLwX5t0LVN9VQ
283jjsb0TMPtkFB8AnUe_g,2012-05-03,0,Sleazy and they're playing Snoop's 'Sensual Seduction' what more could you want?,tip,uU3-_e8FiU4mCPRLAgqjTw
283jjsb0TMPtkFB8AnUe_g,2014-02-22,0,The Boston Ironsides rugby club have their post match drink ups here,tip,FcedGavNKd7C3tnqkDrAiA
283jjsb0TMPtkFB8AnUe_g,2014-04-05,0,"Great place, one fob me and my husband's favorites. Amazing drinks.",tip,oIX_LSzVosYU5kyxGbqteg
283jjsb0TMPtkFB8AnUe_g,2014-10-12,0,"They really need to update the karaoke! The guy has about 7 or 8 binders going by genre, artist, and title since all of his songs are on CD and no digital. I know that seams impressive but it feels like 2002 to me not 2014.",tip,oIX_LSzVosYU5kyxGbqteg
283jjsb0TMPtkFB8AnUe_g,2014-12-26,0,"Not impressed. Soggy, bland pizza and bland gnocchi, too! I hate to say I'm disappointed.",tip,MCTFxRV05tjye9J14MnrVQ
283jjsb0TMPtkFB8AnUe_g,2010-08-20,0,"You know what kind of bar this is, right?",tip,nxqHFtfqH98fMVtRRuZVFg
KktmGOBowhaKauCA2vPGFg,2012-08-08,0,This place is NOT CLEAN !!!! I notice that every single one of their soy sauce containers had FLIES in them. I couldn't believed my eyes. I told the worker and instead of replacing it she just took the flies out and put it back. DO NOT EAT FROM HERE !!!!! they don't care about their customers. Yuck,tip,L3vlYr4jUlVK82-0fTNiug
KktmGOBowhaKauCA2vPGFg,2013-08-16,0,Sushi was amazing,tip,cKG5v_QYIr03Yd3c3EvxCw
s9wQWoJb2bYhZADfNm1v9w,2011-12-02,0,closed,tip,DI6KgVaYa2fiTVX9_ILiJQ
s9wQWoJb2bYhZADfNm1v9w,2011-02-22,0,Dear Wendy.  Thank you for perfecting the cheeseburger.,tip,ToMkesS9OfarvesxHXtctw
WkfRFMB2tZbFxf1nsn1Tuw,2014-03-29,0,Cash only!,tip,hynHp5nqNoYHASEaD8BjNA
WkfRFMB2tZbFxf1nsn1Tuw,2010-09-03,0,"Small Place, Big Taste. Do it.",tip,me_6i6sazwZNvzjNtCk5wA
Fy_9m7vVgOypixTj5FTjBg,2010-06-28,0,Great falafel wrap. Ask for extra hot sauce! Yum!,tip,nkdLSZ35OiymDvAjEZVSbQ
Fy_9m7vVgOypixTj5FTjBg,2010-12-03,0,I think next time I'm just going to ask if I can have a big bag of falafels and nothing else.,tip,80u9mumTRn85zojhyUOXzQ
Fy_9m7vVgOypixTj5FTjBg,2011-06-01,0,Yum! Falafel dipped in hummas while ordering makes me happy,tip,eWTw_2kTYpJPqP3cqgpaIA
Fy_9m7vVgOypixTj5FTjBg,2011-06-06,0,Ask for hummus on your falafel wrap!,tip,OwDzWGmquOo86r68-MGi1Q
Fy_9m7vVgOypixTj5FTjBg,2011-06-10,0,"Long line during lunch that moves fast. Worth the wait. You get a falafel to munch on while your order is being made. Great, cheap food.",tip,WXuAMQXvisP-HdUqquBIWw
Fy_9m7vVgOypixTj5FTjBg,2011-09-20,0,Good food but you'd walk right pass if your not paying attention,tip,nRJPYFMs1GTf3FEkl6APgA
Fy_9m7vVgOypixTj5FTjBg,2012-02-22,0,Falafel wrap=bomb diggity,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-04-05,0,Falafel wrap fo life!!!,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-04-17,0,Craving falafel,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-04-25,0,Cravin falafel,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-05-29,0,Falafels fo'eva,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-06-18,0,Da king!!,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-06-22,0,Awesome,tip,neUzN7lARa-ta6omYXTkmw
Fy_9m7vVgOypixTj5FTjBg,2012-07-02,0,Addicted,tip,Uc9gjZyCDEzHmf1i5nODJg
Fy_9m7vVgOypixTj5FTjBg,2012-10-18,0,Delicious Middle Eastern rollups,tip,udg2mZEbyNHWWeVyQJmuEA
Fy_9m7vVgOypixTj5FTjBg,2014-04-21,0,Amazing mediterranean food!,tip,ZAfjbpugjmEKzV_ueQaJ6A
Fy_9m7vVgOypixTj5FTjBg,2014-09-22,0,Just don't come over during lunch. The waiting will get to you.,tip,oLKm4-JKTKrtNrk325-8Fw
Fy_9m7vVgOypixTj5FTjBg,2010-05-20,0,The falafel wrap with hummus is really tasty but a little pricey.,tip,vgf-JyRYLm7twjs2UJlKCg
nYBrrU9LVLTUhZP1SDc1Bg,2010-06-17,0,Great for lunch but you should go before noon to beat the crowd,tip,CnrrC5nHvCeQ70dHOw_9ug
nYBrrU9LVLTUhZP1SDc1Bg,2010-08-19,0,Prepare for a wait during lunch rush.  Calling ahead is the best move.  But totally worth it!,tip,zknyPVKFn2_lrJNF1sIXGw
nYBrrU9LVLTUhZP1SDc1Bg,2011-02-03,0,No wait at 220 pm,tip,v0q6y4STXlPIQY5fFv7jqw
nYBrrU9LVLTUhZP1SDc1Bg,2011-05-02,0,"Triple D recommended, and absolutely the best pastrami sandwich I have ever had! Amazingly perfect.",tip,56uxsdIUWsK509VG-WG6cg
nYBrrU9LVLTUhZP1SDc1Bg,2011-06-07,0,Nom nom nom,tip,C_SBbEVbtOQuNiwnILomLQ
nYBrrU9LVLTUhZP1SDc1Bg,2011-06-16,0,Pastrami to die for.,tip,vnTkcqQYxhXFHXsiSKJHjA
nYBrrU9LVLTUhZP1SDc1Bg,2011-08-11,0,Love this place!,tip,uPqKeKD_luZ9V8vyNFsbHQ
nYBrrU9LVLTUhZP1SDc1Bg,2011-08-29,0,Mmmmmmm... pastrami,tip,vnTkcqQYxhXFHXsiSKJHjA
nYBrrU9LVLTUhZP1SDc1Bg,2011-09-21,0,Pastrami is solid.,tip,GDb63NE_ktGnxRr_Kh6L6Q
nYBrrU9LVLTUhZP1SDc1Bg,2011-10-19,0,Combo!,tip,WfWBlats8km3iX8FLlYGqw
nYBrrU9LVLTUhZP1SDc1Bg,2011-11-11,0,Pastramiiiii,tip,DLITlDydleTAIPFDUMiCyw
nYBrrU9LVLTUhZP1SDc1Bg,2011-11-17,0,"A nostalgic visit back to one of my favorite places in Boston, notable as a major contributor to my second (or third?) chin.",tip,YTTlN3GKH5zfVstOjLBeKA
nYBrrU9LVLTUhZP1SDc1Bg,2011-11-17,0,"Amazing Reuben. Cole slaw is very good with celery seeds, but their pickle is all salt, no vinegar.",tip,-LF0RYms8gt4nnPabHbKtg
nYBrrU9LVLTUhZP1SDc1Bg,2012-02-08,0,Split the corned beef/pastrami combo w the chipotle pastrami and you're set,tip,dDvk4Xb0NPj7rXU42o1Vnw
nYBrrU9LVLTUhZP1SDc1Bg,2012-02-09,0,Awesome sandwiches!! I love the vegetarian sandwich!,tip,QcAWBSyeoRENVsYvnTjpVg
nYBrrU9LVLTUhZP1SDc1Bg,2012-02-22,0,"Featured on Diners, Drive-ins, and Dives!",tip,4k_S0FN0RY2V26XXsEHuRw
nYBrrU9LVLTUhZP1SDc1Bg,2012-03-23,0,"Smells good, lots of sandwich choices",tip,SbBn_qmtMKw6ZLOx4pIYRw
nYBrrU9LVLTUhZP1SDc1Bg,2012-03-24,0,Wow - disappointing,tip,aU40FfDqVZjN5d9VLFUbIQ
nYBrrU9LVLTUhZP1SDc1Bg,2012-04-02,0,First time here in a while. Getting a Chipotle Pastrami.,tip,vgf-JyRYLm7twjs2UJlKCg
nYBrrU9LVLTUhZP1SDc1Bg,2012-04-02,0,Get the Chipotle Pastrami. It is incredible.,tip,w84cgibcolq35ZAlVUMeJw
nYBrrU9LVLTUhZP1SDc1Bg,2012-04-18,0,Busy during lunch hours call to place order for take out :),tip,GEBB_FwdE-3-syVjkLkICA
nYBrrU9LVLTUhZP1SDc1Bg,2012-05-03,0,"Diners, Drive ins and Dives",tip,p7VKdqjT3WNvL7dRNNetcw
nYBrrU9LVLTUhZP1SDc1Bg,2012-05-16,0,2 words: Chipotle Pastrami. It's poosibly the best thing to happen to sandwiches since sliced bread!,tip,T_WMd3aj-7bRMdxaSxhPSQ
nYBrrU9LVLTUhZP1SDc1Bg,2012-06-12,0,Awesome Romanian pastrami sandwiches and don't forget to try their tasty steak fries which are great for sharing,tip,pkXq4ZbKLRlGlMiEJzm0Sg
nYBrrU9LVLTUhZP1SDc1Bg,2012-06-16,0,"I'm watching a segment featuring them on Diners, drive-ins and Dives on the food network.",tip,uLYf21c8JkJ2aku0eLJb5w
nYBrrU9LVLTUhZP1SDc1Bg,2012-07-11,0,"Had the Pastrami Po' Boy & wow it was good.  Great bun, great honey mustard that complimented the meat.  The pastrami just melted in my mouth.  Overall, a great experience in the lunch rush of the small deli.",tip,-A5pUIpjWSq2dh-P4qV-Kg
nYBrrU9LVLTUhZP1SDc1Bg,2012-08-21,0,Order the Chipotle Pastrami!!!,tip,9k-JYvuPZYglGdYYw_OBqQ
nYBrrU9LVLTUhZP1SDc1Bg,2012-10-30,0,Awesome napkins.,tip,5MjdPMERv215zWxza3mdXQ
nYBrrU9LVLTUhZP1SDc1Bg,2013-02-28,0,My tip: go here. Stop everything and get in line for the grilled sandwich of your life.,tip,FcedGavNKd7C3tnqkDrAiA
nYBrrU9LVLTUhZP1SDc1Bg,2013-03-13,0,Go for the plain pastrami instead of the varieties. Pastrami flavor is really good.,tip,wynz1Z42H0zcfafuby980Q
nYBrrU9LVLTUhZP1SDc1Bg,2013-04-05,0,Chipotle pastrami is awesome... If your going at rush hour order online for pickup,tip,nRxyVJWv1UuP5sBHe5iLcA
nYBrrU9LVLTUhZP1SDc1Bg,2013-04-25,0,"Very expensive, but high quality sandwiches, friendly service and quick enough food prep. Slightly off the beaten path, but worth it - a real standout in Downtown Crossing, but not necessarily the ""best in the world"" like the sign says.",tip,v6dWGlJgL2nahJx2w27grg
nYBrrU9LVLTUhZP1SDc1Bg,2013-05-09,0,There's a separate line for takeout which is shorter! Do it!!!,tip,MJp0i5sf0_CnfqCmRjF5bg
nYBrrU9LVLTUhZP1SDc1Bg,2013-07-09,0,"I have to hand it to them, they make a damn good pastrami sammich.",tip,qsTIu0IFm5y_Iq231ytvAA
nYBrrU9LVLTUhZP1SDc1Bg,2013-08-19,0,Ah so Philip Phillips was there in line next to me! Whata lunch... oh the sandwich was good too.,tip,My7yPwe5Kvk79I2DUlYh5Q
nYBrrU9LVLTUhZP1SDc1Bg,2013-10-08,0,Feels like NY at lunchtime.  Melt the cheese on the pastrami dammit  good otherwise. Just bring your bank book.,tip,sxWd4vuslhshc25jrLDQHA
nYBrrU9LVLTUhZP1SDc1Bg,2013-11-19,0,Very tasty the pastrami travelers is the best,tip,V4VpB01A2MNSx0s4xJReXg
nYBrrU9LVLTUhZP1SDc1Bg,2013-12-01,0,Pastrami Traveler's with chipotle honey mustard is an absolute MUST!,tip,74bLKofs94WMx-G2Fetf_Q
nYBrrU9LVLTUhZP1SDc1Bg,2014-01-10,0,Oh. Em. Gee. I don't think I've ever had pastrami this delicious.,tip,siv6sDukv3haDJ-MDofxsg
nYBrrU9LVLTUhZP1SDc1Bg,2014-03-14,0,Best. Corn beef and pastrami!!,tip,ToMkesS9OfarvesxHXtctw
nYBrrU9LVLTUhZP1SDc1Bg,2014-04-30,0,$5 for extra meat totally worth every penny!,tip,fjGY-tlAkyPbIqVWmgBsEw
nYBrrU9LVLTUhZP1SDc1Bg,2014-05-24,0,Chipotle pastrami is delicious!,tip,0yQ6IA3haPXzv-sIFtzbhg
nYBrrU9LVLTUhZP1SDc1Bg,2014-06-05,0,"Chicken parm sandwich was ok, but you can get a better one for half the price at your local joint. Stick to the pastrami!",tip,P1vn5K_gtrSe8So7VXbNGA
nYBrrU9LVLTUhZP1SDc1Bg,2014-07-17,0,Reuben - delicious going in and a super powerful colon cleanse.  Dual action made it so worth the $14.,tip,z3O9SnQh7RQIVdZM-f2o3A
nYBrrU9LVLTUhZP1SDc1Bg,2014-07-21,0,The sand which platter is plenty for two!,tip,cDlgfuQDANvlX5Ddq1lTpw
nYBrrU9LVLTUhZP1SDc1Bg,2014-10-13,0,This place makes the best sandwiches ever!,tip,J7sagCSIBcA3lajqh0F8Vg
nYBrrU9LVLTUhZP1SDc1Bg,2014-10-22,0,Order on line if you want your sandwich between 1145 and 130 - saves a LOT of time.,tip,bVVT8Vqawk2RWZGtfV6qLA
nYBrrU9LVLTUhZP1SDc1Bg,2015-01-20,0,5 star roast beef blues. Get!,tip,LUxYjUhXFG6INru4WkhJ8Q
nYBrrU9LVLTUhZP1SDc1Bg,2015-02-03,0,Wow. Pastrami/corn beef A+ you have to go here if you're visiting Boston!,tip,IbPnjJC72lgVCRjnwFy6zw
nYBrrU9LVLTUhZP1SDc1Bg,2015-02-04,0,Best sand which ever!!! So glad we got to try this place while we were in boston!!,tip,gHuqZChR39XfotM330f8Zg
nYBrrU9LVLTUhZP1SDc1Bg,2015-03-13,0,Love,tip,Ah2NnOtG7XkyfoUqc3RYaQ
nrWDE7emExLDiE89oAabDw,2010-09-11,0,$10 cover...place is dead by 1:00...weak drinks too. Pfft.,tip,SHq0_b4EonzWC4YfwvnVvg
nrWDE7emExLDiE89oAabDw,2011-03-04,0,Mmmm,tip,ZE2yfPBJyQF9jA0pRkUfhw
nrWDE7emExLDiE89oAabDw,2011-06-03,0,Watch out for the broken urinal in men's bathroom. (unless of course u r down with the golden shower) Yikes!,tip,eWTw_2kTYpJPqP3cqgpaIA
nrWDE7emExLDiE89oAabDw,2011-06-11,0,"Ran out of $8 dollar molsen, so gave me peroni for same price. Go Tap!",tip,eWTw_2kTYpJPqP3cqgpaIA
nrWDE7emExLDiE89oAabDw,2011-06-28,0,I go from the oldest restaurant in America to the oldest pub in America.,tip,C9KvSNyHgp7xb-4uqr51HQ
nrWDE7emExLDiE89oAabDw,2011-07-23,0,$8 pitchers of beer!,tip,-GInB7h8kCS2bWYsO33wdQ
nrWDE7emExLDiE89oAabDw,2012-03-03,0,Live music!!!!,tip,hP6I1wVGOyGtdQurJQX5nA
nrWDE7emExLDiE89oAabDw,2012-09-12,0,Wednesday night with Bruce Jacques makes the Tap with it.,tip,RYXv9nWw4qG9OFHIiaanyw
nrWDE7emExLDiE89oAabDw,2012-11-03,0,Went on a Friday night. No cover and live music.,tip,45NFb9svfI-r6qeex8WU7w
nrWDE7emExLDiE89oAabDw,2013-06-29,0,First time I went I was so excited b/c they had Strongbow on TAP! Next time... brought my husband and thw wait staff was so rude! The waitress asked us if we were just driinking and if so if we wanted to order from the bar. I looked around the empty restaurant with the bar full and said we wanted her to serve us. Then we realized that a lot of the male clients actually wrkd at the bar and were making themselves at home eating wings etc. Rude staff!,tip,N-MW79VmjgqydOtjZT46OQ
nrWDE7emExLDiE89oAabDw,2013-06-29,0,25c wings all day Sunday and 4-6:30pm on other days!!!,tip,vLu1SiTRi-9QGFYefCHtTg
nrWDE7emExLDiE89oAabDw,2013-09-28,0,"Better than expected chicken fingers, in case those are your thing.",tip,GzOsh3cb10T_Y5Kc1_L7rg
nrWDE7emExLDiE89oAabDw,2014-03-13,0,I stumbled in on a private party.  Seemed like a nice pub.,tip,3hlt-DdOOLDJfUhk3hcT3Q
bTyLAmzTzjjPQmwDFcjtug,2011-03-22,0,"Hello coupons! If you sign up for the email newsletter, coupons will be flying your way! Love it!",tip,7orwSAyWhYxKq97bz314AA
bTyLAmzTzjjPQmwDFcjtug,2011-10-30,0,Such slow service.,tip,kaAonWrgiKgC-s4qP_PepQ
bTyLAmzTzjjPQmwDFcjtug,2012-05-25,0,If u have a taste for bagels and coffee this is a good place to satisfy your taste... Very busy know what u want,tip,9586XpUFSf_XEYtd160t2g
bTyLAmzTzjjPQmwDFcjtug,2012-10-07,0,Ir's conveniently located and the service is good bit they often have HVAC problems.,tip,cNW-ivHW8xY99M7D-iKIwQ
bTyLAmzTzjjPQmwDFcjtug,2013-01-01,0,Freshly baked bagels!,tip,97W7yvxSDuoGjfVOiolctQ
bTyLAmzTzjjPQmwDFcjtug,2013-08-29,0,There was a hair baked into the cheesey part of my bagel.... Gross,tip,VENx5yQsFXevt7cKgHsQJw
bTyLAmzTzjjPQmwDFcjtug,2013-11-16,0,"Beware of weekends.  They have the ""b"" squad working. Jesus Christ.",tip,bhotju6fHoY8HvBXDG1bTA
bTyLAmzTzjjPQmwDFcjtug,2013-11-16,0,Good bagels. Great M-F service. Weekend service sucks,tip,bhotju6fHoY8HvBXDG1bTA
bTyLAmzTzjjPQmwDFcjtug,2014-03-28,0,The coffee is always fresh and just the right temp.  Yum!,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-05,0,The friendly staff makes a grey morning brighter.,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-12,0,"When I got here, the almond croissants weren't ready.  But the said they'd bring one out as soon as they were.  

Fresh out of the oven!",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-17,0,Don't bother going during the week if you have ANY other option.  The coffee urns and creamers are all empty.,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-23,0,"What part of ""Veggie cream cheese"" was too difficult to grasp?  Especially since I repeated it slowly and clearly?",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-25,0,Inspirational post of the day,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-04-26,0,"Pronounce your words very clearly and distinctly.  For some reason, the spoken word isn't the strong suit of the order takers.",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-05-05,0,Generally quick with taking an order.  BUT you have to speak V E R Y clearly or things can go badly awry.,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-05-09,0,"Arrive at the right time or there's going to be a long wait.  (That's a good sign, right?)",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-05-15,0,"DO NOT go during ""peak hours"". The staffs utter inability to understand simple requests is magnified",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-06-03,0,"Although I get the standard bagel and cream cheese.  I saw that their egg sandwiches use ACTUAL eggs!  Cracked from shells!  (Shocking, I know)",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-07-15,0,"Enunciate very clearly.  

Phrases like ""veggie cream cheese"" and ""cut the bagel in half"" are sometimes too challenging for them.",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-08-09,0,"Avoid on the weekends as it's overcrowded and staffed by idiots who don't know what ""Toasted""  or ""Sliced"" means",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-08-21,0,Almond croissants are back!,tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-09-28,0,"AVOID ONE THE WEEKENDS AT ALL COSTS!

The crew is comprised of people who don't care about service in the slightest.",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-10-29,0,Line gets long around 10am. Not sure why.  Go earlier or later for breakfast or your morning snack.,tip,qmdDGEvGXUKlnw90a14ftA
bTyLAmzTzjjPQmwDFcjtug,2014-12-08,0,"What I don't like is how they barely put any cream cheese on the bagels.  Are they lazy, incompetent, or just stupid?",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2014-12-12,0,"Apparently, the morning staff are too incompetent to properly spread cream cheese on a bagel and require direction.",tip,zknyPVKFn2_lrJNF1sIXGw
bTyLAmzTzjjPQmwDFcjtug,2010-10-28,0,They can't toast the cinnamon sugar bagel,tip,7orwSAyWhYxKq97bz314AA
dDft_wuhkjcEy_ZDiK5W4w,2012-02-16,0,Huge slices!,tip,0pOak6_sazb--KoD6ntXUA
dDft_wuhkjcEy_ZDiK5W4w,2014-07-25,0,Excellent for a quick lunchtime bite!,tip,lA99jMr7uEB9rWClYCo2zw
j4RUjBJnIvqsMvHWxi0atg,2011-05-13,0,Open late,tip,TIBwc5dL-0_Ocwr__2p9kg
j4RUjBJnIvqsMvHWxi0atg,2011-07-29,0,Coffee number two all the way,tip,IJkyVLK7SmI_40--dEsgMw
j4RUjBJnIvqsMvHWxi0atg,2011-08-15,0,Coffee time!,tip,IJkyVLK7SmI_40--dEsgMw
j4RUjBJnIvqsMvHWxi0atg,2011-08-30,0,Coffee #2 and it's an 80's music sort of morning....,tip,IJkyVLK7SmI_40--dEsgMw
j4RUjBJnIvqsMvHWxi0atg,2012-01-10,0,Turkey cheddar bacon is excellent,tip,aEtrvMLlas5XFaDE6-ZeiA
j4RUjBJnIvqsMvHWxi0atg,2012-03-29,0,Eggs are pre-made in their wraps.,tip,vgf-JyRYLm7twjs2UJlKCg
