business_id,checkin_info,type
WkfRFMB2tZbFxf1nsn1Tuw,"{u'9-1': 2, u'9-0': 1, u'9-4': 1, u'5-3': 1, u'19-4': 1, u'5-5': 1, u'7-5': 1, u'14-3': 1, u'13-1': 1, u'11-6': 1, u'12-4': 1, u'12-0': 1, u'6-6': 1, u'10-1': 1, u'6-4': 1, u'10-3': 1, u'6-2': 1, u'8-6': 2, u'6-0': 1, u'5-0': 1}",checkin
Fy_9m7vVgOypixTj5FTjBg,"{u'10-5': 3, u'11-2': 3, u'15-1': 2, u'12-2': 1, u'15-3': 3, u'15-2': 1, u'15-4': 3, u'10-0': 10, u'14-4': 4, u'14-0': 1, u'14-1': 3, u'13-3': 5, u'4-1': 1, u'8-5': 2, u'11-5': 3, u'11-4': 4, u'13-1': 3, u'13-0': 1, u'11-1': 1, u'11-0': 5, u'11-3': 9, u'13-4': 5, u'9-5': 4, u'12-4': 2, u'12-5': 1, u'6-2': 1, u'12-0': 5, u'9-4': 19, u'9-1': 19, u'5-4': 7, u'9-3': 26, u'9-2': 13, u'5-1': 9, u'5-0': 8, u'5-3': 7, u'13-2': 2, u'7-2': 2, u'5-2': 6, u'9-0': 8, u'16-3': 1, u'17-5': 1, u'16-1': 1, u'17-2': 1, u'8-4': 1, u'10-1': 10, u'10-2': 16, u'10-3': 15, u'10-4': 10, u'8-1': 3, u'8-2': 4, u'8-3': 1}",checkin
nYBrrU9LVLTUhZP1SDc1Bg,"{u'8-0': 21, u'15-1': 1, u'15-3': 1, u'15-2': 1, u'15-4': 2, u'18-3': 2, u'23-6': 1, u'14-4': 1, u'14-6': 1, u'14-0': 1, u'14-2': 1, u'11-5': 2, u'11-4': 31, u'11-1': 10, u'11-0': 11, u'11-3': 26, u'11-2': 11, u'12-4': 14, u'12-2': 5, u'12-3': 4, u'12-0': 4, u'12-1': 6, u'9-1': 36, u'9-0': 31, u'9-3': 32, u'9-2': 39, u'9-5': 1, u'9-4': 35, u'5-2': 1, u'7-2': 2, u'7-1': 1, u'7-0': 2, u'7-5': 1, u'8-1': 15, u'10-0': 34, u'16-1': 4, u'16-6': 1, u'17-2': 1, u'8-4': 32, u'10-1': 31, u'10-2': 42, u'10-3': 32, u'10-4': 26, u'10-5': 1, u'8-2': 18, u'8-3': 18}",checkin
nrWDE7emExLDiE89oAabDw,"{u'20-2': 2, u'16-6': 2, u'21-4': 4, u'21-3': 4, u'17-4': 4, u'16-3': 1, u'15-1': 1, u'15-0': 3, u'15-3': 2, u'15-2': 3, u'15-5': 8, u'15-4': 9, u'15-6': 2, u'18-0': 2, u'22-5': 2, u'18-3': 3, u'18-4': 8, u'18-5': 6, u'18-6': 2, u'14-4': 3, u'14-5': 7, u'14-6': 2, u'14-0': 1, u'14-1': 1, u'14-2': 3, u'14-3': 1, u'22-4': 1, u'17-1': 5, u'18-2': 7, u'19-5': 7, u'19-4': 7, u'16-5': 3, u'19-1': 1, u'19-0': 1, u'19-3': 1, u'19-2': 5, u'11-5': 5, u'11-4': 1, u'13-1': 2, u'11-6': 10, u'11-1': 2, u'11-0': 1, u'13-5': 4, u'13-4': 1, u'12-6': 11, u'12-5': 4, u'12-2': 1, u'12-1': 1, u'9-4': 1, u'13-2': 3, u'20-1': 2, u'20-0': 2, u'20-3': 1, u'9-6': 3, u'20-5': 4, u'20-4': 2, u'20-6': 2, u'16-2': 3, u'17-6': 2, u'17-5': 3, u'16-1': 2, u'17-3': 2, u'21-2': 2, u'16-4': 2, u'17-0': 1, u'10-0': 2, u'21-5': 2, u'10-2': 1, u'5-0': 1, u'10-4': 1, u'10-6': 5, u'13-6': 6}",checkin
bTyLAmzTzjjPQmwDFcjtug,"{u'5-4': 8, u'10-1': 1, u'6-6': 2, u'7-5': 7, u'8-6': 5, u'5-3': 13, u'9-6': 2, u'6-2': 3, u'9-2': 1, u'18-2': 1, u'8-4': 2, u'6-1': 1, u'5-5': 5, u'4-1': 4, u'9-5': 5, u'9-3': 1, u'9-1': 2, u'11-5': 1, u'13-2': 1, u'13-1': 1, u'5-6': 3, u'11-1': 2, u'13-6': 3, u'11-3': 2, u'11-2': 2, u'12-6': 1, u'5-1': 3, u'6-4': 2, u'6-5': 2, u'12-2': 1, u'6-3': 3, u'6-0': 2, u'12-1': 1, u'4-0': 9, u'9-0': 4, u'4-2': 3, u'4-3': 2, u'4-4': 5, u'4-5': 13, u'4-6': 1, u'9-4': 2, u'7-3': 6, u'7-2': 2, u'7-1': 2, u'5-2': 9, u'7-6': 6, u'3-1': 1, u'7-4': 4, u'10-0': 5, u'8-5': 2, u'10-2': 4, u'5-0': 4, u'10-4': 1, u'8-1': 1, u'10-6': 1, u'8-3': 1}",checkin
dDft_wuhkjcEy_ZDiK5W4w,"{u'9-3': 1, u'9-2': 1, u'9-5': 1, u'9-4': 3, u'20-1': 1, u'10-5': 3, u'11-4': 1, u'13-1': 1, u'11-0': 1, u'16-5': 1, u'8-4': 1, u'10-1': 1, u'12-4': 1, u'10-3': 2, u'10-4': 1, u'10-2': 2, u'8-2': 1}",checkin
j4RUjBJnIvqsMvHWxi0atg,"{u'10-1': 6, u'8-0': 3, u'15-0': 2, u'15-2': 1, u'12-3': 3, u'12-0': 1, u'6-1': 1, u'14-1': 1, u'5-4': 1, u'9-3': 8, u'13-3': 3, u'11-4': 3, u'13-0': 1, u'11-1': 2, u'11-0': 3, u'11-3': 1, u'11-2': 1, u'5-1': 4, u'12-4': 3, u'6-2': 3, u'6-3': 2, u'6-0': 2, u'12-1': 3, u'9-1': 4, u'9-0': 4, u'4-2': 1, u'9-2': 10, u'9-5': 3, u'4-5': 2, u'5-3': 3, u'9-4': 7, u'7-3': 3, u'7-2': 2, u'10-0': 3, u'8-4': 3, u'4-4': 2, u'10-2': 4, u'10-3': 5, u'10-4': 5, u'8-1': 1, u'8-2': 3, u'8-3': 2}",checkin
LsfsTh-xqUvKjFNp1i6zkg,"{u'4-1': 2, u'9-3': 1, u'9-2': 1, u'4-4': 2, u'5-3': 1, u'5-2': 1, u'7-2': 1, u'4-2': 1, u'10-5': 1, u'7-4': 1, u'11-6': 1, u'11-1': 1, u'7-6': 1, u'8-4': 2, u'8-6': 1, u'6-3': 1, u'6-0': 1}",checkin
7sFcxaqbZOSAzH0yoFN82A,"{u'15-1': 1, u'15-4': 1, u'18-1': 1, u'18-3': 1, u'18-4': 2, u'18-5': 1, u'14-4': 1, u'14-5': 1, u'14-2': 2, u'11-5': 1, u'11-6': 1, u'12-2': 1, u'9-0': 1, u'9-6': 1, u'16-2': 1, u'17-6': 1, u'16-1': 1, u'17-3': 2, u'17-2': 2, u'16-4': 2, u'10-1': 1, u'10-5': 1, u'10-6': 1}",checkin
SutpbPf_TFbhemSKmkxS3A,"{u'9-1': 1, u'9-0': 1, u'12-2': 1, u'16-0': 1, u'18-1': 1, u'18-2': 1, u'17-4': 1, u'12-0': 1, u'11-3': 1, u'11-2': 2, u'10-0': 1, u'10-3': 1, u'13-1': 1, u'14-2': 1}",checkin
L3HzIb3EHexFQtgn382zSQ,"{u'9-3': 1, u'13-0': 1, u'11-2': 1, u'10-1': 1, u'10-3': 2, u'12-2': 1, u'10-6': 2, u'14-3': 1}",checkin
VlQYVd7Ap_W3_3XHiDMJKg,"{u'9-2': 1, u'9-4': 2, u'15-3': 1, u'7-0': 1, u'8-4': 1, u'13-4': 1, u'14-4': 1, u'14-5': 1, u'10-4': 1, u'10-5': 1, u'12-0': 1, u'12-1': 1}",checkin
LOTkX6ewQaJ-ibND5sEFuA,"{u'9-1': 2, u'5-4': 1, u'4-1': 1, u'11-4': 1, u'11-6': 1, u'11-0': 3, u'11-3': 1, u'6-4': 1, u'13-2': 1, u'4-0': 1, u'9-0': 4, u'9-2': 1, u'5-1': 1, u'9-4': 2, u'5-2': 1, u'7-2': 2, u'7-0': 1, u'8-4': 3, u'10-0': 2, u'10-1': 2, u'10-4': 1, u'8-3': 1}",checkin
KQxLB5FJFae7-u_ghxcUzw,"{u'10-6': 1, u'15-0': 1, u'17-5': 1, u'18-0': 2, u'18-1': 1, u'18-2': 3, u'17-4': 1, u'18-5': 1, u'14-5': 2, u'11-5': 1, u'11-0': 1, u'6-2': 1, u'9-1': 2, u'9-4': 1, u'20-4': 2, u'16-0': 1, u'16-1': 1, u'17-3': 1, u'17-2': 2, u'17-1': 2, u'17-0': 2, u'10-1': 1, u'10-2': 1, u'10-3': 1, u'8-2': 1, u'8-3': 1}",checkin
V_dC05zzn5qtUiGVZJJe0w,"{u'11-3': 1, u'10-1': 5, u'15-1': 1, u'15-2': 2, u'15-5': 2, u'15-4': 1, u'14-4': 5, u'14-5': 1, u'14-1': 1, u'19-4': 1, u'11-5': 1, u'11-6': 2, u'13-6': 1, u'13-5': 1, u'13-4': 1, u'12-6': 1, u'12-4': 1, u'12-5': 1, u'12-3': 2, u'12-0': 2, u'7-5': 1, u'16-2': 2, u'17-5': 1, u'16-6': 1, u'8-2': 1, u'16-5': 1, u'10-0': 1, u'8-5': 1, u'8-6': 1, u'10-3': 1, u'10-4': 1, u'10-5': 3, u'10-6': 1}",checkin
zPp2qbh9YNRAHPZlfgmgoQ,"{u'9-1': 2, u'5-4': 1, u'9-3': 1, u'9-2': 1, u'9-4': 1, u'9-0': 1, u'7-5': 1, u'7-4': 1, u'13-3': 1, u'8-4': 2, u'10-1': 4, u'10-3': 3, u'8-0': 1, u'8-3': 1}",checkin
M4qCjI8_jAUI2wQ2Jx05lQ,"{u'10-0': 6, u'7-0': 1, u'13-5': 5, u'16-6': 4, u'11-2': 4, u'9-3': 3, u'17-5': 14, u'16-5': 10, u'11-0': 2, u'12-5': 3, u'10-6': 12, u'17-4': 11, u'16-3': 7, u'15-1': 2, u'15-0': 3, u'15-3': 4, u'15-2': 4, u'15-5': 14, u'15-4': 7, u'15-6': 4, u'18-0': 3, u'18-1': 1, u'18-2': 1, u'18-3': 4, u'18-4': 9, u'18-5': 6, u'14-4': 2, u'14-5': 10, u'14-6': 2, u'12-1': 1, u'14-0': 2, u'14-1': 2, u'14-3': 3, u'5-5': 1, u'16-4': 4, u'9-0': 6, u'19-5': 2, u'19-4': 1, u'19-6': 1, u'19-0': 1, u'8-5': 11, u'19-2': 1, u'11-5': 12, u'11-4': 2, u'13-0': 3, u'11-1': 2, u'13-6': 6, u'11-3': 1, u'13-4': 1, u'12-6': 2, u'12-4': 5, u'6-5': 1, u'6-2': 1, u'12-3': 3, u'12-0': 3, u'6-1': 1, u'9-1': 1, u'4-1': 1, u'11-6': 10, u'9-2': 2, u'9-5': 18, u'9-4': 5, u'13-2': 2, u'7-1': 1, u'9-6': 14, u'7-6': 8, u'7-5': 6, u'10-5': 10, u'16-2': 7, u'17-6': 6, u'16-0': 1, u'16-1': 6, u'17-3': 6, u'17-2': 8, u'17-1': 1, u'17-0': 3, u'8-4': 3, u'10-1': 2, u'8-6': 10, u'10-3': 7, u'10-4': 4, u'8-1': 1, u'8-2': 1, u'21-3': 1}",checkin
s9QfbcJnTeHb0H2V7CIqxA,"{u'22-4': 2, u'22-3': 7, u'22-1': 1, u'22-0': 2, u'12-1': 8, u'19-5': 15, u'19-4': 7, u'19-6': 5, u'19-1': 12, u'19-0': 15, u'19-3': 28, u'19-2': 11, u'11-5': 14, u'11-4': 3, u'11-6': 10, u'11-1': 8, u'11-0': 6, u'11-3': 4, u'11-2': 7, u'12-6': 7, u'4-4': 1, u'12-4': 2, u'12-5': 12, u'12-2': 2, u'12-3': 5, u'12-0': 4, u'4-5': 1, u'16-2': 17, u'16-3': 82, u'16-0': 9, u'16-1': 6, u'16-6': 26, u'16-4': 18, u'16-5': 11, u'21-4': 4, u'21-5': 8, u'21-6': 10, u'21-0': 5, u'21-1': 4, u'21-2': 2, u'21-3': 13, u'20-4': 8, u'15-1': 11, u'15-0': 5, u'15-3': 10, u'15-2': 13, u'15-5': 11, u'15-4': 17, u'15-6': 10, u'18-0': 14, u'18-1': 6, u'18-2': 9, u'18-3': 30, u'18-4': 12, u'18-5': 11, u'18-6': 4, u'6-6': 3, u'6-5': 2, u'8-4': 4, u'8-5': 3, u'8-6': 8, u'8-0': 1, u'8-1': 2, u'8-2': 3, u'8-3': 3, u'23-3': 1, u'23-0': 1, u'13-3': 3, u'13-2': 6, u'13-1': 4, u'13-0': 2, u'13-6': 7, u'13-5': 14, u'13-4': 6, u'9-1': 8, u'9-0': 9, u'9-3': 6, u'9-2': 3, u'9-5': 10, u'9-4': 5, u'4-6': 1, u'9-6': 6, u'20-1': 7, u'20-0': 6, u'20-3': 21, u'20-2': 12, u'20-5': 8, u'7-6': 6, u'7-5': 3, u'20-6': 14, u'17-6': 9, u'17-5': 7, u'17-4': 13, u'17-3': 116, u'17-2': 14, u'17-1': 13, u'17-0': 8, u'10-0': 5, u'10-1': 1, u'10-2': 9, u'10-3': 12, u'10-4': 4, u'10-5': 10, u'10-6': 6, u'14-4': 13, u'14-5': 8, u'14-6': 4, u'14-0': 4, u'14-1': 8, u'14-2': 8, u'14-3': 13, u'5-5': 1, u'5-6': 3}",checkin
OE_VB4NG6zrO9XKmsTYeUA,"{u'22-6': 1, u'22-5': 1, u'22-4': 1, u'19-5': 5, u'19-4': 7, u'19-6': 3, u'19-0': 4, u'19-3': 6, u'19-2': 2, u'11-5': 5, u'11-4': 4, u'11-6': 1, u'11-1': 1, u'11-0': 3, u'11-3': 6, u'11-2': 4, u'12-6': 6, u'12-4': 2, u'12-5': 5, u'12-2': 3, u'12-3': 2, u'12-0': 3, u'12-1': 1, u'16-2': 2, u'16-3': 5, u'16-0': 11, u'16-1': 5, u'16-6': 6, u'16-4': 10, u'16-5': 7, u'21-4': 2, u'21-5': 1, u'21-6': 1, u'21-3': 2, u'15-1': 7, u'15-0': 5, u'15-3': 2, u'15-2': 3, u'15-5': 5, u'15-4': 4, u'15-6': 4, u'18-0': 1, u'18-1': 1, u'18-2': 5, u'18-3': 4, u'18-4': 5, u'18-5': 4, u'18-6': 4, u'6-1': 1, u'4-2': 1, u'8-4': 3, u'8-6': 4, u'8-1': 3, u'8-2': 3, u'8-3': 2, u'13-3': 3, u'13-2': 4, u'13-1': 3, u'13-0': 3, u'13-6': 4, u'13-5': 3, u'13-4': 3, u'9-1': 6, u'9-0': 6, u'9-3': 5, u'9-2': 6, u'9-5': 2, u'9-4': 3, u'9-6': 1, u'20-1': 2, u'20-3': 2, u'20-2': 2, u'20-5': 7, u'20-4': 5, u'20-6': 3, u'17-6': 1, u'17-5': 5, u'17-4': 8, u'17-3': 5, u'17-0': 3, u'10-0': 5, u'10-1': 5, u'10-2': 8, u'10-3': 3, u'10-4': 5, u'10-5': 6, u'10-6': 3, u'14-4': 4, u'14-5': 6, u'14-6': 6, u'14-0': 1, u'14-1': 7, u'14-2': 8, u'14-3': 9, u'5-2': 1}",checkin
XwdoY4HpowSTHAp37YzhuQ,"{u'9-1': 1, u'5-4': 1, u'9-3': 1, u'9-2': 2, u'5-1': 1, u'9-4': 1, u'5-3': 1, u'5-2': 1, u'10-4': 1, u'10-3': 1, u'10-0': 1, u'5-0': 2, u'14-4': 2, u'10-1': 2, u'6-4': 2, u'8-3': 1, u'6-2': 1, u'6-1': 1}",checkin
6IQO8dP40bsBDNuxiJDL8A,"{u'14-2': 1, u'9-0': 1, u'9-3': 1, u'10-0': 1, u'11-3': 2, u'9-5': 1, u'6-4': 1, u'6-5': 1, u'6-2': 3, u'6-3': 1, u'6-1': 1, u'5-4': 1, u'4-2': 1, u'9-2': 6, u'5-1': 1, u'9-4': 5, u'5-2': 1, u'8-4': 1, u'10-1': 1, u'10-3': 5, u'10-4': 2, u'8-2': 2}",checkin
aiPbrwibPKi2eCRFWo4D9g,"{u'5-4': 5, u'8-0': 2, u'12-3': 1, u'6-1': 2, u'9-0': 4, u'9-3': 8, u'13-1': 1, u'9-2': 7, u'11-0': 1, u'11-2': 2, u'9-5': 1, u'6-4': 1, u'6-2': 2, u'6-3': 2, u'12-0': 2, u'9-4': 3, u'9-1': 15, u'4-1': 1, u'4-2': 2, u'4-3': 2, u'5-1': 2, u'5-0': 1, u'5-3': 2, u'5-2': 5, u'7-3': 1, u'7-2': 1, u'3-2': 2, u'7-4': 1, u'10-0': 8, u'10-1': 3, u'10-2': 4, u'10-3': 3, u'10-4': 2, u'8-1': 2, u'8-3': 1}",checkin
alfHV-81Vo7Ira6Wecm-cQ,"{u'6-2': 1, u'15-2': 1, u'6-1': 2, u'14-2': 1, u'11-5': 2, u'13-2': 3, u'11-1': 2, u'11-0': 2, u'11-2': 1, u'6-4': 1, u'12-2': 1, u'6-3': 1, u'9-4': 2, u'9-1': 4, u'5-4': 1, u'9-3': 4, u'9-2': 1, u'5-0': 1, u'5-2': 1, u'7-2': 1, u'7-1': 1, u'7-0': 1, u'7-4': 1, u'16-0': 1, u'10-0': 5, u'10-1': 4, u'10-2': 3, u'10-3': 1, u'8-1': 1, u'8-2': 2, u'8-3': 3}",checkin
OY_RVMiYf3wIqe1bGz1LTA,"{u'9-1': 1, u'9-3': 1, u'7-1': 1, u'10-2': 1, u'8-1': 1, u'11-4': 1, u'8-4': 1, u'6-4': 1, u'10-4': 1, u'6-3': 1, u'8-2': 1}",checkin
ENJjz_9_CC_rad60dRBfLQ,"{u'14-4': 1, u'14-2': 1, u'9-1': 4, u'5-4': 1, u'4-2': 2, u'11-4': 1, u'11-0': 1, u'12-2': 1, u'12-3': 3, u'4-0': 2, u'4-1': 1, u'9-3': 2, u'4-3': 1, u'4-4': 3, u'9-4': 1, u'5-3': 1, u'5-2': 2, u'7-0': 1, u'9-0': 1, u'17-4': 1, u'10-0': 1, u'8-5': 1, u'10-2': 1, u'10-3': 1, u'8-1': 1}",checkin
c4uwN5IdGAhSW5Ygkc__bw,"{u'10-1': 1, u'9-3': 1, u'9-2': 1, u'12-4': 1, u'11-4': 1}",checkin
LsB51VPkcEK-ZEhYsbNvwA,"{u'15-3': 1, u'12-0': 1, u'12-1': 1, u'4-1': 1, u'13-6': 1, u'11-2': 1, u'12-6': 1, u'6-4': 3, u'6-5': 1, u'6-3': 3, u'6-0': 3, u'6-1': 4, u'9-1': 2, u'9-0': 1, u'4-2': 2, u'5-1': 1, u'9-4': 2, u'5-3': 1, u'5-2': 3, u'7-3': 1, u'7-2': 3, u'7-4': 1, u'10-0': 1, u'10-1': 1, u'10-2': 2, u'10-3': 3, u'10-4': 2, u'8-2': 1}",checkin
yyalQncvR5Lw-3ulXNpSYA,"{u'11-2': 1, u'15-0': 1, u'15-3': 2, u'15-4': 1, u'6-3': 1, u'14-0': 1, u'14-2': 2, u'14-3': 1, u'9-0': 2, u'13-2': 1, u'9-3': 6, u'11-5': 1, u'11-4': 2, u'11-1': 2, u'11-0': 1, u'11-3': 4, u'13-4': 1, u'12-4': 1, u'12-2': 1, u'12-3': 2, u'12-0': 1, u'6-1': 1, u'13-3': 1, u'4-2': 1, u'9-2': 2, u'5-0': 1, u'9-4': 5, u'8-4': 1, u'7-4': 1, u'16-2': 1, u'10-0': 2, u'10-1': 1, u'10-2': 9, u'10-3': 5, u'10-4': 2, u'8-1': 4, u'8-3': 1}",checkin
G3qC1ZqmG9AXttR7EhpHjg,"{u'17-0': 2, u'8-1': 1, u'16-1': 1, u'16-3': 1, u'15-1': 1, u'15-0': 2, u'15-4': 1, u'18-1': 5, u'22-5': 1, u'18-3': 1, u'18-4': 1, u'18-5': 3, u'22-1': 1, u'14-4': 2, u'14-3': 1, u'18-2': 1, u'19-5': 4, u'19-4': 2, u'19-6': 1, u'19-1': 2, u'19-3': 4, u'19-2': 1, u'11-5': 1, u'13-1': 1, u'13-0': 1, u'12-1': 1, u'9-1': 1, u'9-0': 1, u'9-3': 2, u'9-4': 3, u'20-1': 1, u'10-5': 1, u'16-2': 1, u'17-6': 1, u'17-4': 2, u'16-4': 1, u'16-5': 1, u'10-0': 2, u'10-1': 1, u'21-6': 1, u'10-3': 2, u'21-1': 1, u'10-6': 1}",checkin
QyEfD5XPbAEO_iHGCMprZw,"{u'10-1': 1, u'15-1': 1, u'15-0': 1, u'15-2': 1, u'17-4': 3, u'18-4': 3, u'18-5': 1, u'18-6': 1, u'14-4': 3, u'14-0': 1, u'14-1': 2, u'14-3': 1, u'19-1': 2, u'11-5': 1, u'13-2': 1, u'11-3': 1, u'13-4': 2, u'12-2': 2, u'12-3': 1, u'12-0': 1, u'9-1': 2, u'9-0': 2, u'9-3': 3, u'9-2': 6, u'9-4': 2, u'8-0': 1, u'16-2': 4, u'16-1': 1, u'17-3': 2, u'17-2': 1, u'16-5': 4, u'8-4': 1, u'21-5': 1, u'10-3': 1, u'10-4': 2, u'10-5': 1, u'8-3': 1}",checkin
