id,date,restaurant_id,*,**,***
22485,2007-07-26,JBEyYNE8,8,1,4
32165,2010-02-03,WwOanJEB,5,0,0
12379,2012-05-22,8xExLBE0,12,1,5
15145,2010-02-09,geEVDJoz,16,4,10
21882,2014-10-20,eVOB5Loj,2,0,0
10137,2011-10-26,N6OkAG3x,4,0,0
26438,2007-08-30,WwOaLVoB,12,0,0
8420,2007-05-07,m0oWgloG,13,2,2
24301,2012-10-05,eVOBWeEj,9,2,1
33818,2012-11-27,XJ3rmpER,4,0,0
12461,2011-09-29,Y1EmpROw,6,0,0
31974,2013-05-17,ekE4az32,8,1,2
19452,2014-05-29,WwOazzEB,11,0,2
5883,2013-12-19,rNo6LXE6,12,1,0
32529,2009-10-21,m0oWNg3G,6,0,0
6100,2011-06-21,ZBEnLroY,3,0,0
5302,2009-01-08,6Wo2K6O9,7,1,0
10994,2013-01-14,p038De3m,7,2,4
24167,2014-10-15,njoZ9y3r,8,0,1
23616,2009-02-11,ZBEnNqEY,2,0,0
4470,2013-12-30,ekE44YE2,0,0,0
19566,2011-10-31,rJoQdL3V,6,0,2
2126,2009-09-04,ydEj5gOW,0,0,0
26143,2011-10-13,6VOp5QEL,5,0,2
32924,2009-08-12,1m3MdZEB,0,0,1
31154,2011-05-18,WeEek6oa,0,0,0
14510,2014-05-15,B1oXlNoV,0,0,0
19784,2012-10-12,9JoPyeO8,2,2,0
7089,2011-07-05,1m3MpYEB,1,0,0
26137,2012-12-30,we39KlOk,0,0,0
25418,2008-03-05,njoZZ1or,0,0,0
21953,2011-01-25,ekE4Mr32,4,0,1
6306,2014-08-07,dj3dlN39,0,0,0
32999,2012-04-23,1m3MAy3B,0,0,2
17995,2014-09-09,rJoQwlEV,12,1,4
6492,2007-09-06,B1oXWY3V,4,0,0
17859,2010-04-07,JBEyR138,1,1,2
16513,2008-04-11,7RO5RBEq,2,0,1
1560,2014-11-12,VpoG7vor,6,1,0
13015,2008-02-01,Pk3w4wod,3,0,6
4616,2012-06-12,Pk3wX5od,4,0,1
29952,2012-06-01,we39gROk,11,2,2
6526,2010-02-08,rNo6yJ36,4,1,0
27303,2008-01-30,wmo7R93q,8,1,4
15993,2014-11-07,9JoP60E8,3,1,1
8389,2008-01-25,B1oX4moV,7,0,1
6872,2011-04-13,JBEyzV38,4,0,1
22510,2010-11-19,XJ3rRm3R,0,0,0
7107,2013-09-19,6K3lJeOz,6,0,0
9973,2011-10-13,JBEyV38X,0,1,0
4480,2011-12-09,JBEyvm38,5,0,3
26673,2007-07-18,N6OkmQ3x,4,0,0
33387,2012-12-30,9JoPLvo8,0,0,0
23540,2013-04-11,8x3zx7Ok,1,0,1
25607,2010-10-19,we3905Ek,0,0,0
22997,2008-04-09,JGoN6YoL,4,0,0
11239,2012-10-12,ekE4kYO2,9,1,0
25621,2011-08-08,p038w8Em,0,0,0
14835,2010-06-10,1m3MlLEB,2,0,0
15484,2010-03-11,V430BAOB,3,0,0
23396,2009-07-06,dj3dr7O9,1,0,0
10968,2007-11-19,6VOp6a3L,5,0,1
6876,2007-07-23,B1oX4moV,1,1,0
18940,2008-04-25,0j3LeMor,3,1,0
30833,2014-01-14,rJoQX03V,6,0,0
7739,2014-12-10,njoZVDor,5,0,1
1375,2013-12-30,m0oWvJ3G,0,0,0
5402,2008-02-28,KAoKLjOg,2,0,0
14575,2012-09-12,p038ZeOm,9,0,2
19976,2014-01-16,0ZED0WED,6,1,2
21383,2012-07-16,we396vok,0,0,0
13498,2012-12-30,VpoG7vor,0,0,0
2568,2011-12-30,Y1Emx7Ow,1,1,0
25151,2007-04-30,m0oWgloG,15,2,2
23431,2008-07-01,NbE1V83J,8,0,1
32977,2007-10-16,JBEyKRo8,4,1,1
15418,2007-12-18,1m3MbpoB,2,0,0
25257,2008-08-20,geEV8zoz,2,0,1
5658,2007-10-22,njoZJAor,1,0,0
23447,2013-12-30,lnORgDEN,0,0,0
9829,2015-03-10,0j3LwLEr,1,0,1
7843,2012-10-02,6K3lGgEz,9,0,0
2652,2010-03-16,VpoGBA3r,6,0,0
21288,2013-11-12,ydEjeOW0,9,3,0
3581,2008-10-28,Pk3w9DOd,13,0,0
10511,2008-05-19,geEVaVOz,3,0,5
28875,2013-05-31,JBEyamE8,2,1,1
29750,2014-04-28,p038M4om,0,0,0
31056,2012-11-19,V43016oB,0,0,0
718,2012-12-30,WwOanJEB,0,0,0
4890,2008-03-28,8xExWyO0,9,1,4
4671,2014-06-26,6VOpaBEL,3,1,1
4270,2011-05-09,6VOpgQoL,0,0,0
21315,2014-03-14,wmo7L7Oq,0,0,0
9461,2013-01-09,KAoKw9og,2,0,0
19192,2014-04-11,v5oJ1j3B,7,0,1
3981,2014-10-17,nkOvrZOB,3,0,1
19300,2012-12-04,rJoQA9oV,9,0,0
20853,2013-10-16,Y1EmPJOw,5,0,0
19692,2013-01-10,XJ3rDpOR,6,0,0
23995,2014-05-08,eVOBX13j,1,0,0
31069,2012-09-20,we39YZ3k,4,0,1
19610,2010-06-07,6Wo27GO9,5,0,0
3903,2007-05-07,6K3lGgEz,6,0,0
25561,2011-11-01,wmo7ldOq,4,0,0
9404,2011-03-04,1JEbvmER,7,0,0
16383,2012-08-27,JBEyKRo8,8,2,0
11621,2010-08-06,eVOBNMOj,5,0,1
23034,2010-12-22,B1oXBmEV,6,0,0
31379,2008-07-21,1m3MdZEB,1,1,2
2051,2014-09-04,6K3lnvOz,4,1,2
15384,2013-11-19,B1oX7l3V,0,0,0
8310,2013-08-14,ekE4VZo2,0,0,0
3052,2014-09-04,geEVYYOz,10,0,0
25319,2013-01-02,p0381eom,1,1,0
19312,2009-04-29,m0oWGwoG,0,0,0
7342,2012-12-30,Y1EmrJ3w,0,0,0
9983,2007-10-26,WeEe0dOa,4,0,0
11027,2010-04-06,8gOqn0E2,1,1,0
28324,2010-06-14,9JoPwj38,2,1,1
31108,2013-04-10,JBEy7ao8,1,1,0
7171,2009-04-13,JBEyj138,3,0,1
4004,2010-01-19,9JoPAZO8,4,1,1
31675,2011-03-28,V430YloB,3,0,1
28146,2012-03-20,rJoQdL3V,2,0,2
24452,2007-05-02,JBEyMRE8,6,0,0
7288,2013-05-10,8xExlyE0,6,0,2
2169,2014-11-20,qN3gpYoA,4,0,0
30747,2011-03-25,8x3zRN3k,2,1,0
33814,2009-05-29,B1oX4moV,13,0,1
18983,2013-12-16,wmo7bb3q,1,1,2
19118,2007-12-24,VpoGmwEr,8,1,1
26303,2007-07-16,ZBEn5vOY,2,0,2
7923,2012-05-14,KAoKxdOg,3,0,0
4496,2010-06-21,m0oWDJOG,0,0,0
18432,2011-07-25,lnORVGON,1,0,0
19802,2007-11-02,p038JvOm,7,0,0
20914,2011-12-30,wmo77Roq,3,0,0
23221,2011-06-07,p038rzOm,4,0,1
395,2010-09-30,JGoNLyEL,9,1,1
28532,2013-01-10,m0oWW2oG,17,1,8
24272,2011-10-13,v5oJB7oB,1,0,0
24932,2008-08-18,WwOa8VoB,8,0,0
15271,2014-04-25,B1oXQmOV,3,0,1
14639,2011-08-11,m0oWjJ3G,0,0,0
10353,2007-12-27,8xEx44E0,4,1,0
18883,2013-08-23,JBEyrV38,4,2,0
17831,2010-07-21,VpoG57Er,0,0,0
24475,2013-12-20,we39Rvok,12,1,2
8446,2014-12-23,dj3dJrO9,13,0,0
18435,2010-02-09,eVOBda3j,1,0,0
13336,2009-04-10,VpoGgdor,18,3,7
5367,2012-09-12,V4305oBp,8,0,0
31425,2014-06-16,qN3gAYOA,9,0,4
28024,2010-02-02,7RO5z6Eq,0,0,0
11043,2013-09-26,xWoYvKOK,14,1,0
23968,2009-03-19,8x3zq2Ek,0,0,0
12679,2008-11-20,njoZJAor,1,0,0
4344,2010-02-19,1JEb4JoR,2,0,0
16374,2009-08-11,KAoKNP3g,3,0,0
11747,2011-04-06,8xEx930k,7,0,2
31676,2011-12-12,rJoQX03V,0,0,0
27789,2013-04-22,WeEe9VEa,12,1,0
18467,2013-02-26,XJ3rnY3R,0,0,0
26018,2014-10-07,N6OknGox,12,1,0
3844,2013-12-30,JBEy91E8,0,0,0
16633,2008-11-04,geEVDJoz,3,1,1
8006,2009-08-12,qN3gzgEA,8,2,2
33147,2010-06-24,Y1EmNm3w,5,0,0
25152,2014-01-22,JBEyqmE8,3,0,1
30522,2008-06-30,N6OkZgox,7,0,3
32534,2011-05-06,8xExay30,1,0,0
23281,2012-12-30,rJoQW9EV,0,0,0
16015,2008-02-11,rJoQj0OV,4,0,1
23309,2008-01-10,0j3LRMOr,5,0,0
15726,2012-07-27,geEVkv3z,3,1,2
13433,2008-03-25,we3900Ek,11,1,1
9338,2011-10-17,rJoQ9loV,6,1,1
31606,2011-11-07,wmo7rR3q,3,0,0
24731,2010-06-25,B1oXJqEV,9,1,4
14440,2012-05-16,WeEeYwEa,7,1,2
8524,2012-12-28,8x3zx2Ok,0,0,0
33362,2013-12-30,NbE1AyEJ,0,0,0
15027,2008-07-24,7RO5DXoq,3,0,1
19263,2013-11-19,njoZD1Er,3,0,0
806,2007-09-05,we39zlok,4,1,2
9089,2014-07-22,eVOB91oj,0,0,0
30537,2015-03-20,wmo76P3q,2,0,3
27217,2013-11-05,p038De3m,1,0,1
33218,2010-12-16,1m3MXnEB,3,1,0
29196,2014-09-24,1m3M5p3B,10,0,1
25058,2010-08-06,9JoPY7O8,1,0,0
23742,2009-04-27,qN3gQ1OA,0,0,0
1709,2008-02-26,qN3gb2EA,3,0,0
10512,2008-11-26,VpoGnr3r,5,0,1
12972,2007-07-19,dj3dz7O9,6,1,1
3765,2010-01-27,V430423B,3,0,0
10908,2012-04-02,rNo6Ag36,3,1,0
4298,2015-03-09,JBEyXBO8,1,0,0
10090,2013-06-11,nkOvkaEB,11,0,5
21360,2011-05-17,NbE19kEJ,5,0,0
33773,2013-05-13,1m3MJDoB,29,3,6
21348,2007-08-14,Y1EmjR3w,4,1,1
15025,2010-05-17,Pk3wyDOd,1,0,2
4339,2009-11-24,N6OklmEx,6,0,1
19257,2007-11-15,8x3zx2Ok,0,0,0
4305,2009-01-29,p038Lz3m,0,0,0
2094,2007-03-12,6VOpwdoL,0,0,0
24579,2010-12-02,8x3zG9ok,3,0,0
10793,2008-04-01,8gOqGA32,6,0,0
2877,2013-07-24,geEVDJoz,1,0,1
6659,2011-11-30,rNo6WXO6,5,1,0
7555,2011-06-07,B1oXAYOV,9,2,3
23402,2009-06-30,m0oW5wEG,1,0,0
28067,2009-10-19,B1oXqQOV,1,0,0
4536,2010-04-28,wmo7vG3q,4,0,0
12731,2012-01-05,XJ3rlmOR,2,1,1
19302,2010-03-08,eVOBLr3j,4,0,1
6181,2012-09-17,B1oXR1EV,3,1,3
25009,2013-12-30,Y1Emq9Ew,0,0,0
22026,2007-04-17,NbE1jm3J,15,2,4
12557,2012-11-26,V430M7oB,3,1,0
30916,2010-12-06,0j3LLx3r,0,0,0
13722,2014-01-23,VpoGArEr,3,0,0
10896,2010-12-16,Pk3w12Od,1,0,0
6201,2008-12-31,geEVVkEz,2,0,0
31824,2010-05-26,6VOp4BOL,6,0,2
20537,2008-09-05,Y1EmBV3w,6,0,1
26287,2008-09-18,eVOBKkEj,5,0,0
33463,2007-05-16,eVOBgpEj,18,2,2
8106,2009-02-25,KAoKa9Eg,3,0,1
26562,2010-10-20,ekE4WLO2,6,0,2
32171,2013-12-30,m0oWxROG,0,0,0
16957,2013-12-30,B1oX7l3V,0,0,0
9933,2012-02-13,p038lg3m,0,0,1
28817,2008-10-16,9JoPAZO8,6,1,1
33771,2014-08-20,lnOR6LON,3,0,1
19927,2009-06-02,v5oJwbOB,2,0,0
25267,2012-12-30,lnORKGEN,0,0,0
8153,2012-07-12,njoZbvor,5,0,0
3481,2009-06-15,njoZaA3r,0,0,1
30663,2012-01-19,8xExWyO0,0,0,0
23148,2014-02-07,ZBEnvrEY,10,0,1
19367,2012-06-25,1m3MZYoB,8,0,0
16467,2012-07-09,XJ3rPYOR,2,0,1
4191,2007-06-08,lnOR0G3N,2,0,2
19841,2012-12-30,qN3gJ2EA,0,0,0
26806,2014-03-06,wmo7R73q,3,1,5
4723,2012-12-30,9JoPY7O8,0,0,0
29294,2008-09-30,8x3z9LEk,6,0,3
28882,2010-05-11,KAoKB3gm,4,0,0
26428,2012-12-30,8KoAzaO6,0,0,0
23429,2008-12-12,Y1Em7Wow,4,0,0
18806,2010-12-03,VpoGmwEr,1,0,0
28012,2008-10-14,NbE1DaOJ,4,0,0
14658,2010-07-14,6K3lLk3z,0,0,1
15553,2008-04-30,nkOvGMEB,2,0,0
17531,2011-03-04,1m3MVYoB,3,0,0
26195,2015-02-25,B1oX7l3V,9,1,1
14187,2011-08-29,Y1EmNn3w,2,1,1
22538,2010-05-27,we39Qv3k,2,0,0
24765,2008-03-26,0ZED0WED,3,1,0
6424,2007-12-11,we39aR3k,11,2,0
13255,2012-12-30,Y1EmQ7Ew,0,0,0
17338,2009-05-20,p038Lz3m,0,0,0
31973,2007-08-14,VpoGawEr,6,1,2
5034,2007-12-26,8KoA15o6,7,1,3
16640,2010-05-07,JGoN2WoL,2,0,0
28018,2008-04-02,njoZKJOr,8,0,0
7449,2010-06-23,nkOv473B,0,0,0
8742,2007-11-07,ydEjW23W,2,0,1
22228,2013-12-30,V430WbEB,0,0,0
7762,2013-01-07,p0382zOm,9,0,2
7433,2011-12-16,8gOqxro2,4,0,0
31584,2009-09-24,njoZ8vEr,4,1,0
26992,2013-02-21,njoZw1Or,0,0,1
6981,2014-12-17,1m3MpyEB,1,0,0
14831,2008-08-11,m0oWqlEG,7,0,1
